Accel_X,Accel_Y,Accel_Z,LDR,Label
-0.46,0.24,10.4,0,TIDUR_NYENYAK
-0.45,0.2,10.44,0,TIDUR_NYENYAK
-0.42,0.28,10.47,0,TIDUR_NYENYAK
-0.47,0.25,10.41,0,TIDUR_NYENYAK
-0.49,0.25,10.38,0,TIDUR_NYENYAK
-0.39,0.31,10.39,0,TIDUR_NYENYAK
-0.44,0.31,10.37,0,TIDUR_NYENYAK
-1.01,0.64,10.19,0,TIDUR_NYENYAK
-1.74,1.05,10.23,0,TIDUR_NYENYAK
-1.59,0.55,9.92,0,TIDUR_NYENYAK
-0.64,-0.23,9.23,0,TIDUR_NYENYAK
-0.11,0.2,10.24,0,TIDUR_NYENYAK
1.33,0.85,10.11,0,TIDUR_NYENYAK
0.63,1.11,10.55,0,TIDUR_NYENYAK
1.3,1.51,10.26,0,TIDUR_NYENYAK
1.79,1.81,9.97,0,TIDUR_NYENYAK
2.52,1.24,10.54,0,TIDUR_NYENYAK
1.1,0.38,10.04,0,TIDUR_NYENYAK
0.35,0.03,10.42,0,TIDUR_NYENYAK
0.39,0.06,10.34,0,TIDUR_NYENYAK
0.37,0.09,10.41,0,TIDUR_NYENYAK
0.3,0.02,10.37,0,TIDUR_NYENYAK
0.33,0.06,10.42,0,TIDUR_NYENYAK
0.34,0.04,10.4,0,TIDUR_NYENYAK
0.32,0.04,10.42,0,TIDUR_NYENYAK
0.34,0.06,10.43,0,TIDUR_NYENYAK
0.32,0.06,10.4,0,TIDUR_NYENYAK
0.32,0.08,10.45,0,TIDUR_NYENYAK
0.32,0.08,10.41,0,TIDUR_NYENYAK
0.33,0.11,10.41,0,TIDUR_NYENYAK
0.34,0.07,10.4,0,TIDUR_NYENYAK
0.35,0.05,10.39,0,TIDUR_NYENYAK
0.35,0.06,10.42,0,TIDUR_NYENYAK
0.35,0.08,10.38,0,TIDUR_NYENYAK
0.33,0.06,10.41,0,TIDUR_NYENYAK
0.3,0.06,10.38,0,TIDUR_NYENYAK
0.35,0.09,10.35,0,TIDUR_NYENYAK
0.36,0.08,10.37,0,TIDUR_NYENYAK
0.35,0.05,10.44,0,TIDUR_NYENYAK
0.29,0.07,10.41,0,TIDUR_NYENYAK
0.34,0.06,10.42,0,TIDUR_NYENYAK
0.35,0.05,10.37,0,TIDUR_NYENYAK
0.32,0.03,10.46,0,TIDUR_NYENYAK
0.33,0.09,10.42,0,TIDUR_NYENYAK
0.33,0.05,10.4,0,TIDUR_NYENYAK
0.33,0.05,10.42,0,TIDUR_NYENYAK
0.28,0.06,10.3,0,TIDUR_NYENYAK
0.4,0.05,10.38,0,TIDUR_NYENYAK
0.31,0.05,10.35,0,TIDUR_NYENYAK
0.35,0.07,10.38,0,TIDUR_NYENYAK
0.34,0.01,10.39,0,TIDUR_NYENYAK
0.39,0.05,10.43,0,TIDUR_NYENYAK
0.32,0.04,10.4,0,TIDUR_NYENYAK
0.35,0.06,10.39,0,TIDUR_NYENYAK
0.33,0.04,10.39,0,TIDUR_NYENYAK
0.34,0.08,10.41,0,TIDUR_NYENYAK
0.32,0.0,10.41,0,TIDUR_NYENYAK
0.34,0.03,10.39,0,TIDUR_NYENYAK
0.36,0.08,10.47,0,TIDUR_NYENYAK
0.32,0.06,10.35,0,TIDUR_NYENYAK
0.34,0.06,10.4,0,TIDUR_NYENYAK
0.36,0.04,10.41,0,TIDUR_NYENYAK
0.35,0.1,10.39,0,TIDUR_NYENYAK
0.32,0.06,10.34,0,TIDUR_NYENYAK
0.33,0.09,10.4,0,TIDUR_NYENYAK
0.32,0.06,10.41,0,TIDUR_NYENYAK
0.37,0.06,10.41,0,TIDUR_NYENYAK
0.33,0.08,10.39,0,TIDUR_NYENYAK
0.34,0.06,10.41,0,TIDUR_NYENYAK
0.35,0.07,10.44,0,TIDUR_NYENYAK
0.32,0.07,10.41,0,TIDUR_NYENYAK
0.36,0.06,10.43,0,TIDUR_NYENYAK
0.34,0.09,10.46,0,TIDUR_NYENYAK
0.33,0.05,10.36,0,TIDUR_NYENYAK
0.34,0.07,10.44,0,TIDUR_NYENYAK
0.34,0.07,10.33,0,TIDUR_NYENYAK
0.34,0.08,10.39,0,TIDUR_NYENYAK
0.37,0.07,10.38,0,TIDUR_NYENYAK
0.34,0.04,10.43,0,TIDUR_NYENYAK
0.34,0.07,10.42,0,TIDUR_NYENYAK
0.32,0.09,10.37,0,TIDUR_NYENYAK
0.35,-0.06,10.35,0,TIDUR_NYENYAK
0.14,-0.01,10.24,0,TIDUR_NYENYAK
0.33,0.2,10.42,0,TIDUR_NYENYAK
0.49,0.07,10.43,0,TIDUR_NYENYAK
0.46,0.24,10.42,0,TIDUR_NYENYAK
0.49,0.14,10.39,0,TIDUR_NYENYAK
0.37,0.06,10.35,0,TIDUR_NYENYAK
0.33,0.04,10.38,0,TIDUR_NYENYAK
0.33,0.04,10.39,0,TIDUR_NYENYAK
0.31,0.05,10.42,0,TIDUR_NYENYAK
0.36,0.04,10.43,0,TIDUR_NYENYAK
0.34,0.05,10.34,0,TIDUR_NYENYAK
0.4,0.08,10.47,0,TIDUR_NYENYAK
0.33,0.05,10.35,0,TIDUR_NYENYAK
0.26,0.09,10.36,0,TIDUR_NYENYAK
0.32,0.04,10.43,0,TIDUR_NYENYAK
0.37,0.09,10.39,0,TIDUR_NYENYAK
0.35,0.06,10.4,0,TIDUR_NYENYAK
0.35,0.08,10.43,0,TIDUR_NYENYAK
0.35,0.08,10.35,0,TIDUR_NYENYAK
0.35,0.04,10.36,0,TIDUR_NYENYAK
0.34,0.09,10.36,0,TIDUR_NYENYAK
0.13,-0.3,9.92,0,TIDUR_NYENYAK
0.79,0.38,10.34,0,TIDUR_NYENYAK
0.2,0.07,11.29,0,TIDUR_NYENYAK
0.56,0.37,10.37,0,TIDUR_NYENYAK
0.45,0.44,10.59,0,TIDUR_NYENYAK
0.62,0.03,10.48,0,TIDUR_NYENYAK
