Accel_X,Accel_Y,Accel_Z,LDR,Label
-0.52,-0.31,10.63,56,AKTIF
1.27,0.4,9.26,33,AKTIF
-0.89,1.68,10.69,86,AKTIF
1.13,0.62,9.26,95,AKTIF
1.44,-0.56,9.68,75,AKTIF
2.26,-0.4,10.52,33,AKTIF
-0.78,0.89,10.36,16,AKTIF
-0.79,-0.36,9.27,0,AKTIF
-0.91,0.8,10.18,0,AKTIF
0.97,-0.21,9.47,0,AKTIF
0.51,-0.74,9.85,0,AKTIF
0.99,0.5,10.28,0,AKTIF
-0.04,-0.55,10.48,0,AKTIF
-0.52,-0.16,11.45,0,AKTIF
0.24,0.14,9.0,0,AKTIF
-1.79,-0.62,12.38,37,AKTIF
1.12,-0.05,10.38,16,AKTIF
-0.06,-0.51,9.75,48,AKTIF
0.19,-0.17,9.62,50,AKTIF
-1.42,-1.4,10.56,87,AKTIF
0.33,-0.15,9.9,99,AKTIF
0.74,-0.58,9.92,115,AKTIF
0.64,-0.44,11.22,133,AKTIF
-0.46,-0.47,11.76,149,AKTIF
1.09,0.15,9.53,144,AKTIF
-0.21,0.63,10.47,131,AKTIF
-0.27,-1.47,9.81,141,AKTIF
-0.34,-0.28,10.29,163,AKTIF
1.09,-1.02,11.52,195,AKTIF
-0.29,-1.3,10.19,240,AKTIF
-0.4,-1.07,10.09,220,AKTIF
1.09,-1.19,10.92,203,AKTIF
0.37,-0.92,10.5,207,AKTIF
1.65,-0.63,11.31,193,AKTIF
0.85,-1.36,10.2,190,AKTIF
-0.24,-1.87,12.03,205,AKTIF
-0.47,-1.23,10.74,209,AKTIF
-0.92,-1.11,10.22,210,AKTIF
0.81,-0.0,10.93,186,AKTIF
1.24,-1.17,9.95,178,AKTIF
1.42,-0.99,10.3,186,AKTIF
1.59,-1.31,10.27,181,AKTIF
2.1,-0.77,10.26,177,AKTIF
1.7,-1.29,10.41,182,AKTIF
1.68,-1.13,10.35,179,AKTIF
0.68,-0.06,10.89,187,AKTIF
-2.22,0.6,11.02,193,AKTIF
-2.04,-0.34,9.96,180,AKTIF
-2.17,-0.42,9.97,188,AKTIF
-0.09,0.06,10.33,194,AKTIF
0.19,0.08,10.21,186,AKTIF
0.23,0.06,10.4,191,AKTIF
0.19,0.05,10.41,185,AKTIF
0.21,0.09,10.41,185,AKTIF
0.19,0.1,10.36,186,AKTIF
0.19,0.11,10.34,182,AKTIF
0.2,0.07,10.35,171,AKTIF
0.2,-0.03,10.6,167,AKTIF
0.27,0.17,10.1,176,AKTIF
0.22,0.11,10.44,183,AKTIF
-1.67,-0.49,9.34,198,AKTIF
0.63,-0.68,8.34,240,AKTIF
0.24,-0.57,10.63,277,AKTIF
0.05,-0.57,10.46,276,AKTIF
0.04,-0.95,10.28,279,AKTIF
1.5,0.07,9.59,293,AKTIF
0.0,0.05,11.52,161,AKTIF
-0.03,3.54,9.7,137,AKTIF
0.32,4.03,9.55,114,AKTIF
0.03,4.39,9.26,111,AKTIF
-0.23,4.64,9.43,116,AKTIF
-0.13,4.76,9.09,125,AKTIF
-0.18,5.15,8.82,119,AKTIF
-0.46,4.89,8.71,116,AKTIF
-0.93,5.52,8.78,73,AKTIF
0.34,-1.48,10.28,73,AKTIF
0.56,-1.97,10.28,74,AKTIF
0.85,-3.11,9.93,88,AKTIF
0.65,-1.21,10.62,99,AKTIF
-1.81,-0.04,10.7,67,AKTIF
1.59,-1.06,9.39,59,AKTIF
0.77,-2.83,9.71,47,AKTIF
0.49,-3.78,9.58,64,AKTIF
0.2,-4.77,9.35,71,AKTIF
1.21,-5.05,7.98,49,AKTIF
0.97,1.93,10.08,132,AKTIF
