Accel_X,Accel_Y,Accel_Z,LDR,Label
0.28,-0.02,10.42,0,TIDUR_NYENYAK
0.26,-0.02,10.47,0,TIDUR_NYENYAK
0.28,-0.01,10.41,0,TIDUR_NYENYAK
0.28,-0.0,10.39,0,TIDUR_NYENYAK
0.31,0.02,10.4,0,TIDUR_NYENYAK
0.3,0.01,10.42,0,TIDUR_NYENYAK
0.25,-0.03,10.37,0,TIDUR_NYENYAK
0.28,-0.02,10.36,0,TIDUR_NYENYAK
0.28,-0.03,10.34,0,TIDUR_NYENYAK
0.29,-0.02,10.36,0,TIDUR_NYENYAK
0.26,-0.0,10.42,0,TIDUR_NYENYAK
0.26,0.0,10.41,0,TIDUR_NYENYAK
0.28,0.03,10.38,0,TIDUR_NYENYAK
0.3,-0.01,10.4,0,TIDUR_NYENYAK
0.25,0.02,10.44,0,TIDUR_NYENYAK
0.28,0.01,10.38,0,TIDUR_NYENYAK
0.27,-0.0,10.38,0,TIDUR_NYENYAK
0.26,0.0,10.46,0,TIDUR_NYENYAK
0.29,-0.01,10.42,0,TIDUR_NYENYAK
0.3,-0.05,10.37,0,TIDUR_NYENYAK
0.29,-0.01,10.37,0,TIDUR_NYENYAK
0.29,-0.01,10.37,0,TIDUR_NYENYAK
0.28,0.05,10.47,0,TIDUR_NYENYAK
0.26,-0.06,10.39,0,TIDUR_NYENYAK
